SourceFileName,Financial_Entity,Account_Planning,Calendar_Year,Common_Key_Figure,MainPlan_Option
Standardised Input Template 2.xlsx,9000000014,0000000007,2031,0,Z
Standardised Input Template 2.xlsx,9000000014,0000000007,2032,0,Z
Standardised Input Template 2.xlsx,9000000014,0000000007,2033,0,Z
Standardised Input Template 2.xlsx,9000000014,0000000007,2034,0,Z
Standardised Input Template 2.xlsx,9000000014,0000000007,2035,0,Z
Standardised Input Template 2.xlsx,9000000014,0000000007,2036,0,Z
Standardised Input Template 2.xlsx,9000000014,0000000007,2037,0,Z
Standardised Input Template 2.xlsx,9000000014,0000000007,2038,0,Z
Standardised Input Template 2.xlsx,9000000014,0000000007,2039,0,Z
Standardised Input Template 2.xlsx,9000000014,0000000007,2040,0,Z
Standardised Input Template 2.xlsx,9000000014,0000000630,2027,0,Z
Standardised Input Template 2.xlsx,9000000014,0000000011,2026,0,Z
Standardised Input Template 2.xlsx,9000000014,0000000011,2027,0,Z
Standardised Input Template 2.xlsx,9000000014,0000000011,2028,0,Z
Standardised Input Template 2.xlsx,9000000014,0000000011,2029,0,Z
Standardised Input Template 2.xlsx,9000000014,0000000011,2030,0,Z
Standardised Input Template 2.xlsx,9000000014,0000000011,2031,0,Z
Standardised Input Template 2.xlsx,9000000014,0000000011,2032,0,Z
Standardised Input Template 2.xlsx,9000000014,0000000011,2033,0,Z
Standardised Input Template 2.xlsx,9000000014,0000000011,2034,0,Z
Standardised Input Template 2.xlsx,9000000014,0000000011,2035,0,Z
Standardised Input Template 2.xlsx,9000000014,0000000011,2036,0,Z
Standardised Input Template 2.xlsx,9000000014,0000000011,2037,0,Z
Standardised Input Template 2.xlsx,9000000014,0000000011,2038,0,Z
Standardised Input Template 2.xlsx,9000000014,0000000011,2039,0,Z
Standardised Input Template 2.xlsx,9000000014,0000000011,2040,0,Z
Standardised Input Template 2.xlsx,9000000014,0000014573,2026,0,Z
Standardised Input Template 2.xlsx,9000000014,0000014573,2027,0,Z
Standardised Input Template 2.xlsx,9000000014,0000014573,2028,0,Z
Standardised Input Template 2.xlsx,9000000014,0000014573,2029,0,Z
Standardised Input Template 2.xlsx,9000000014,0000014573,2030,0,Z
Standardised Input Template 2.xlsx,9000000014,0000014573,2031,0,Z
Standardised Input Template 2.xlsx,9000000014,0000014573,2032,0,Z
Standardised Input Template 2.xlsx,9000000014,0000014573,2033,0,Z
Standardised Input Template 2.xlsx,9000000014,0000014573,2034,0,Z
Standardised Input Template 2.xlsx,9000000014,0000014573,2035,0,Z
Standardised Input Template 2.xlsx,9000000014,0000014573,2036,0,Z
Standardised Input Template 2.xlsx,9000000014,0000014573,2037,0,Z
Standardised Input Template 2.xlsx,9000000014,0000014573,2038,0,Z
Standardised Input Template 2.xlsx,9000000014,0000014573,2039,0,Z
Standardised Input Template 2.xlsx,9000000014,0000014573,2040,0,Z
Standardised Input Template 2.xlsx,9000000014,0000001620,2026,0,Z
Standardised Input Template 2.xlsx,9000000014,0000001620,2027,0,Z
Standardised Input Template 2.xlsx,9000000014,0000001620,2028,0,Z
Standardised Input Template 2.xlsx,9000000014,0000001620,2029,0,Z
Standardised Input Template 2.xlsx,9000000014,0000001620,2030,0,Z
Standardised Input Template 2.xlsx,9000000014,0000001620,2031,0,Z
Standardised Input Template 2.xlsx,9000000014,0000001620,2032,0,Z
Standardised Input Template 2.xlsx,9000000014,0000001620,2033,0,Z
Standardised Input Template 2.xlsx,9000000014,0000001620,2034,0,Z
Standardised Input Template 2.xlsx,9000000014,0000001620,2035,0,Z
Standardised Input Template 2.xlsx,9000000014,0000001620,2036,0,Z
Standardised Input Template 2.xlsx,9000000014,0000001620,2037,0,Z
Standardised Input Template 2.xlsx,9000000014,0000001620,2038,0,Z
Standardised Input Template 2.xlsx,9000000014,0000001620,2039,0,Z
Standardised Input Template 2.xlsx,9000000014,0000001620,2040,0,Z
Standardised Input Template.xlsx,9000000013,0000002020,2026,30,Z
Standardised Input Template.xlsx,9000000013,0000002020,2027,40,Z
Standardised Input Template.xlsx,9000000013,0000002020,2028,40,Z
Standardised Input Template.xlsx,9000000013,0000002020,2029,40,Z
Standardised Input Template.xlsx,9000000013,0000002020,2030,40,Z
Standardised Input Template.xlsx,9000000013,0000002020,2031,30,Z
Standardised Input Template.xlsx,9000000013,0000002020,2032,30,Z
Standardised Input Template.xlsx,9000000013,0000002020,2033,30,Z
Standardised Input Template.xlsx,9000000013,0000002020,2034,30,Z
Standardised Input Template.xlsx,9000000013,0000002020,2035,30,Z
Standardised Input Template.xlsx,9000000013,0000002020,2036,20,Z
Standardised Input Template.xlsx,9000000013,0000002020,2037,20,Z
Standardised Input Template.xlsx,9000000013,0000002020,2038,20,Z
Standardised Input Template.xlsx,9000000013,0000002020,2039,20,Z
Standardised Input Template.xlsx,9000000013,0000002020,2040,20,Z
Standardised Input Template.xlsx,9000000013,0000000310,2027,10,Z
Standardised Input Template.xlsx,9000000013,0000000310,2028,10,Z
Standardised Input Template.xlsx,9000000013,0000000310,2029,10,Z
Standardised Input Template.xlsx,9000000013,0000000310,2030,10,Z
Standardised Input Template.xlsx,9000000013,0000000080,2026,30,Z
Standardised Input Template.xlsx,9000000013,0000000080,2027,40,Z
Standardised Input Template.xlsx,9000000013,0000000080,2028,40,Z
Standardised Input Template.xlsx,9000000013,0000000080,2029,40,Z
Standardised Input Template.xlsx,9000000013,0000000080,2030,40,Z
Standardised Input Template.xlsx,9000000013,0000000080,2031,30,Z
Standardised Input Template.xlsx,9000000013,0000000080,2032,30,Z
Standardised Input Template.xlsx,9000000013,0000000080,2033,30,Z
Standardised Input Template.xlsx,9000000013,0000000080,2034,30,Z
Standardised Input Template.xlsx,9000000013,0000000080,2035,30,Z
Standardised Input Template.xlsx,9000000013,0000000080,2036,20,Z
Standardised Input Template.xlsx,9000000013,0000000080,2037,20,Z
Standardised Input Template.xlsx,9000000013,0000000080,2038,20,Z
Standardised Input Template.xlsx,9000000013,0000000080,2039,20,Z
Standardised Input Template.xlsx,9000000013,0000000080,2040,20,Z
Standardised Input Template.xlsx,9000000013,0000000001,2026,30,Z
Standardised Input Template.xlsx,9000000013,0000000001,2027,40,Z
Standardised Input Template.xlsx,9000000013,0000000001,2028,40,Z
Standardised Input Template.xlsx,9000000013,0000000001,2029,40,Z
Standardised Input Template.xlsx,9000000013,0000000001,2030,40,Z
Standardised Input Template.xlsx,9000000013,0000000001,2031,30,Z
Standardised Input Template.xlsx,9000000013,0000000001,2032,30,Z
Standardised Input Template.xlsx,9000000013,0000000001,2033,30,Z
Standardised Input Template.xlsx,9000000013,0000000001,2034,30,Z
Standardised Input Template.xlsx,9000000013,0000000001,2035,30,Z
Standardised Input Template.xlsx,9000000013,0000000001,2036,20,Z
Standardised Input Template.xlsx,9000000013,0000000001,2037,20,Z
Standardised Input Template.xlsx,9000000013,0000000001,2038,20,Z
Standardised Input Template.xlsx,9000000013,0000000001,2039,20,Z
Standardised Input Template.xlsx,9000000013,0000000001,2040,20,Z
Standardised Input Template.xlsx,9000000013,0000003770,2026,40,Z
Standardised Input Template.xlsx,9000000013,0000003770,2027,40,Z
Standardised Input Template.xlsx,9000000013,0000003770,2028,40,Z
Standardised Input Template.xlsx,9000000013,0000003770,2029,40,Z
Standardised Input Template.xlsx,9000000013,0000003770,2030,40,Z
Standardised Input Template.xlsx,9000000013,0000003770,2031,30,Z
Standardised Input Template.xlsx,9000000013,0000003770,2032,30,Z
Standardised Input Template.xlsx,9000000013,0000003770,2033,30,Z
Standardised Input Template.xlsx,9000000013,0000003770,2034,30,Z
Standardised Input Template.xlsx,9000000013,0000003770,2035,30,Z
Standardised Input Template.xlsx,9000000013,0000003770,2036,20,Z
Standardised Input Template.xlsx,9000000013,0000003770,2037,20,Z
Standardised Input Template.xlsx,9000000013,0000003770,2038,20,Z
Standardised Input Template.xlsx,9000000013,0000003770,2039,20,Z
Standardised Input Template.xlsx,9000000013,0000003770,2040,20,Z
Standardised Input Template.xlsx,9000000013,0000000003,2026,1340,Z
Standardised Input Template.xlsx,9000000013,0000000003,2027,1180,Z
Standardised Input Template.xlsx,9000000013,0000000003,2028,1240,Z
Standardised Input Template.xlsx,9000000013,0000000003,2029,1200,Z
Standardised Input Template.xlsx,9000000013,0000000003,2030,1170,Z
Standardised Input Template.xlsx,9000000013,0000000003,2031,1130,Z
Standardised Input Template.xlsx,9000000013,0000000003,2032,1100,Z
Standardised Input Template.xlsx,9000000013,0000000003,2033,1040,Z
Standardised Input Template.xlsx,9000000013,0000000003,2034,1020,Z
Standardised Input Template.xlsx,9000000013,0000000003,2035,990,Z
Standardised Input Template.xlsx,9000000013,0000000003,2036,930,Z
Standardised Input Template.xlsx,9000000013,0000000003,2037,870,Z
Standardised Input Template.xlsx,9000000013,0000000003,2038,820,Z
Standardised Input Template.xlsx,9000000013,0000000003,2039,780,Z
Standardised Input Template.xlsx,9000000013,0000000003,2040,750,Z
Standardised Input Template.xlsx,9000000013,0000000004,2026,-270,Z
Standardised Input Template.xlsx,9000000013,0000000004,2027,-270,Z
Standardised Input Template.xlsx,9000000013,0000000004,2028,-250,Z
Standardised Input Template.xlsx,9000000013,0000000004,2029,-250,Z
Standardised Input Template.xlsx,9000000013,0000000004,2030,-250,Z
Standardised Input Template.xlsx,9000000013,0000000004,2031,-250,Z
Standardised Input Template.xlsx,9000000013,0000000004,2032,-250,Z
Standardised Input Template.xlsx,9000000013,0000000004,2033,-250,Z
Standardised Input Template.xlsx,9000000013,0000000004,2034,-250,Z
Standardised Input Template.xlsx,9000000013,0000000004,2035,-250,Z
Standardised Input Template.xlsx,9000000013,0000000004,2036,-250,Z
Standardised Input Template.xlsx,9000000013,0000000004,2037,-260,Z
Standardised Input Template.xlsx,9000000013,0000000004,2038,-260,Z
Standardised Input Template.xlsx,9000000013,0000000004,2039,-260,Z
Standardised Input Template.xlsx,9000000013,0000000004,2040,-260,Z
Standardised Input Template.xlsx,9000000013,0000000005,2026,-180,Z
Standardised Input Template.xlsx,9000000013,0000000005,2027,-190,Z
Standardised Input Template.xlsx,9000000013,0000000005,2028,-190,Z
Standardised Input Template.xlsx,9000000013,0000000005,2029,-180,Z
Standardised Input Template.xlsx,9000000013,0000000005,2030,-180,Z
Standardised Input Template.xlsx,9000000013,0000000005,2031,-190,Z
Standardised Input Template.xlsx,9000000013,0000000005,2032,-190,Z
Standardised Input Template.xlsx,9000000013,0000000005,2033,-190,Z
Standardised Input Template.xlsx,9000000013,0000000005,2034,-190,Z
Standardised Input Template.xlsx,9000000013,0000000005,2035,-190,Z
Standardised Input Template.xlsx,9000000013,0000000005,2036,-190,Z
Standardised Input Template.xlsx,9000000013,0000000005,2037,-200,Z
Standardised Input Template.xlsx,9000000013,0000000005,2038,-200,Z
Standardised Input Template.xlsx,9000000013,0000000005,2039,-200,Z
Standardised Input Template.xlsx,9000000013,0000000005,2040,-210,Z
Standardised Input Template.xlsx,9000000013,0000000006,2026,-610,Z
Standardised Input Template.xlsx,9000000013,0000000006,2027,-690,Z
Standardised Input Template.xlsx,9000000013,0000000006,2028,-700,Z
Standardised Input Template.xlsx,9000000013,0000000006,2029,-660,Z
Standardised Input Template.xlsx,9000000013,0000000006,2030,-630,Z
Standardised Input Template.xlsx,9000000013,0000000006,2031,-590,Z
Standardised Input Template.xlsx,9000000013,0000000006,2032,-560,Z
Standardised Input Template.xlsx,9000000013,0000000006,2033,-510,Z
Standardised Input Template.xlsx,9000000013,0000000006,2034,-490,Z
Standardised Input Template.xlsx,9000000013,0000000006,2035,-470,Z
Standardised Input Template.xlsx,9000000013,0000000006,2036,-430,Z
Standardised Input Template.xlsx,9000000013,0000000006,2037,-390,Z
Standardised Input Template.xlsx,9000000013,0000000006,2038,-370,Z
Standardised Input Template.xlsx,9000000013,0000000006,2039,-340,Z
Standardised Input Template.xlsx,9000000013,0000000006,2040,-320,Z
Standardised Input Template.xlsx,9000000013,0000000009,2026,390,Z
Standardised Input Template.xlsx,9000000013,0000000009,2027,230,Z
Standardised Input Template.xlsx,9000000013,0000000009,2028,300,Z
Standardised Input Template.xlsx,9000000013,0000000009,2029,300,Z
Standardised Input Template.xlsx,9000000013,0000000009,2030,310,Z
Standardised Input Template.xlsx,9000000013,0000000009,2031,300,Z
Standardised Input Template.xlsx,9000000013,0000000009,2032,300,Z
Standardised Input Template.xlsx,9000000013,0000000009,2033,290,Z
Standardised Input Template.xlsx,9000000013,0000000009,2034,290,Z
Standardised Input Template.xlsx,9000000013,0000000009,2035,280,Z
Standardised Input Template.xlsx,9000000013,0000000009,2036,260,Z
Standardised Input Template.xlsx,9000000013,0000000009,2037,230,Z
Standardised Input Template.xlsx,9000000013,0000000009,2038,200,Z
Standardised Input Template.xlsx,9000000013,0000000009,2039,180,Z
Standardised Input Template.xlsx,9000000013,0000000009,2040,170,Z
Standardised Input Template.xlsx,9000000013,0000000008,2026,1070,Z
Standardised Input Template.xlsx,9000000013,0000000008,2027,910,Z
Standardised Input Template.xlsx,9000000013,0000000008,2028,990,Z
Standardised Input Template.xlsx,9000000013,0000000008,2029,950,Z
Standardised Input Template.xlsx,9000000013,0000000008,2030,920,Z
Standardised Input Template.xlsx,9000000013,0000000008,2031,880,Z
Standardised Input Template.xlsx,9000000013,0000000008,2032,850,Z
Standardised Input Template.xlsx,9000000013,0000000008,2033,790,Z
Standardised Input Template.xlsx,9000000013,0000000008,2034,770,Z
Standardised Input Template.xlsx,9000000013,0000000008,2035,740,Z
Standardised Input Template.xlsx,9000000013,0000000008,2036,680,Z
Standardised Input Template.xlsx,9000000013,0000000008,2037,610,Z
Standardised Input Template.xlsx,9000000013,0000000008,2038,560,Z
Standardised Input Template.xlsx,9000000013,0000000008,2039,520,Z
Standardised Input Template.xlsx,9000000013,0000000008,2040,490,Z
Standardised Input Template.xlsx,9000000013,0000000010,2026,130,Z
Standardised Input Template.xlsx,9000000013,0000000010,2027,-30,Z
Standardised Input Template.xlsx,9000000013,0000000010,2028,-120,Z
Standardised Input Template.xlsx,9000000013,0000000010,2029,-120,Z
Standardised Input Template.xlsx,9000000013,0000000010,2030,-120,Z
Standardised Input Template.xlsx,9000000013,0000000010,2031,-120,Z
Standardised Input Template.xlsx,9000000013,0000000010,2032,-120,Z
Standardised Input Template.xlsx,9000000013,0000000010,2033,-120,Z
Standardised Input Template.xlsx,9000000013,0000000010,2034,-120,Z
Standardised Input Template.xlsx,9000000013,0000000010,2035,-120,Z
Standardised Input Template.xlsx,9000000013,0000000010,2036,-110,Z
Standardised Input Template.xlsx,9000000013,0000000010,2037,-100,Z
Standardised Input Template.xlsx,9000000013,0000000010,2038,-100,Z
Standardised Input Template.xlsx,9000000013,0000000010,2039,-90,Z
Standardised Input Template.xlsx,9000000013,0000000010,2040,-90,Z
Standardised Input Template.xlsx,9000000013,0000000630,2026,-10,Z
Standardised Input Template.xlsx,9000000013,0000000630,2028,-120,Z
Standardised Input Template.xlsx,9000000013,0000000630,2029,-120,Z
Standardised Input Template.xlsx,9000000013,0000000630,2030,-130,Z
Standardised Input Template.xlsx,9000000013,0000000630,2031,-120,Z
Standardised Input Template.xlsx,9000000013,0000000630,2032,-130,Z
Standardised Input Template.xlsx,9000000013,0000000630,2033,-120,Z
Standardised Input Template.xlsx,9000000013,0000000630,2034,-120,Z
Standardised Input Template.xlsx,9000000013,0000000630,2035,-120,Z
Standardised Input Template.xlsx,9000000013,0000000630,2036,-120,Z
Standardised Input Template.xlsx,9000000013,0000000630,2037,-110,Z
Standardised Input Template.xlsx,9000000013,0000000630,2038,-100,Z
Standardised Input Template.xlsx,9000000013,0000000630,2039,-90,Z
Standardised Input Template.xlsx,9000000013,0000000630,2040,-90,Z
Standardised Input Template.xlsx,9000000013,0000000012,2026,1190,Z
Standardised Input Template.xlsx,9000000013,0000000012,2027,900,Z
Standardised Input Template.xlsx,9000000013,0000000012,2028,880,Z
Standardised Input Template.xlsx,9000000013,0000000012,2029,840,Z
Standardised Input Template.xlsx,9000000013,0000000012,2030,810,Z
Standardised Input Template.xlsx,9000000013,0000000012,2031,760,Z
Standardised Input Template.xlsx,9000000013,0000000012,2032,730,Z
Standardised Input Template.xlsx,9000000013,0000000012,2033,680,Z
Standardised Input Template.xlsx,9000000013,0000000012,2034,660,Z
Standardised Input Template.xlsx,9000000013,0000000012,2035,630,Z
Standardised Input Template.xlsx,9000000013,0000000012,2036,580,Z
Standardised Input Template.xlsx,9000000013,0000000012,2037,520,Z
Standardised Input Template.xlsx,9000000013,0000000012,2038,470,Z
Standardised Input Template.xlsx,9000000013,0000000012,2039,430,Z
Standardised Input Template.xlsx,9000000013,0000000012,2040,410,Z
Standardised Input Template.xlsx,9000000013,0000000013,2026,-480,Z
Standardised Input Template.xlsx,9000000013,0000000013,2027,-480,Z
Standardised Input Template.xlsx,9000000013,0000000013,2028,-500,Z
Standardised Input Template.xlsx,9000000013,0000000013,2029,-430,Z
Standardised Input Template.xlsx,9000000013,0000000013,2030,-410,Z
Standardised Input Template.xlsx,9000000013,0000000013,2031,-400,Z
Standardised Input Template.xlsx,9000000013,0000000013,2032,-360,Z
Standardised Input Template.xlsx,9000000013,0000000013,2033,-310,Z
Standardised Input Template.xlsx,9000000013,0000000013,2034,-300,Z
Standardised Input Template.xlsx,9000000013,0000000013,2035,-270,Z
Standardised Input Template.xlsx,9000000013,0000000013,2036,-230,Z
Standardised Input Template.xlsx,9000000013,0000000013,2037,-190,Z
Standardised Input Template.xlsx,9000000013,0000000013,2038,-180,Z
Standardised Input Template.xlsx,9000000013,0000000013,2039,-150,Z
Standardised Input Template.xlsx,9000000013,0000000013,2040,-140,Z
Standardised Input Template.xlsx,9000000013,0000000014,2026,600,Z
Standardised Input Template.xlsx,9000000013,0000000014,2027,370,Z
Standardised Input Template.xlsx,9000000013,0000000014,2028,380,Z
Standardised Input Template.xlsx,9000000013,0000000014,2029,420,Z
Standardised Input Template.xlsx,9000000013,0000000014,2030,400,Z
Standardised Input Template.xlsx,9000000013,0000000014,2031,370,Z
Standardised Input Template.xlsx,9000000013,0000000014,2032,380,Z
Standardised Input Template.xlsx,9000000013,0000000014,2033,380,Z
Standardised Input Template.xlsx,9000000013,0000000014,2034,370,Z
Standardised Input Template.xlsx,9000000013,0000000014,2035,360,Z
Standardised Input Template.xlsx,9000000013,0000000014,2036,350,Z
Standardised Input Template.xlsx,9000000013,0000000014,2037,330,Z
Standardised Input Template.xlsx,9000000013,0000000014,2038,300,Z
Standardised Input Template.xlsx,9000000013,0000000014,2039,290,Z
Standardised Input Template.xlsx,9000000013,0000000014,2040,270,Z
Standardised Input Template.xlsx,9000000013,0000000015,2026,3020,Z
Standardised Input Template.xlsx,9000000013,0000000015,2027,2790,Z
Standardised Input Template.xlsx,9000000013,0000000015,2028,2670,Z
